Time,X,Y,Theta,Odor,Wind
0,299.797500740213,-1.26872969926046,2.67259,N,F
0.0333333333333333,300.457735802472,-1.8274889609848,2.75839,N,F
0.0666666666666667,300.457735802472,-1.8274889609848,2.75839,N,F
0.1,300.095323889774,-2.11266935220108,2.84159,N,F
0.133333333333333,299.846522071319,-2.14038045346699,2.93519,N,F
0.166666666666667,299.825222525023,-3.36194362388742,2.94819,N,F
0.2,300.785572991037,-2.83673011261143,3.02099,N,F
0.233333333333333,300.641200384795,-4.02801368530385,3.12239,N,F
0.266666666666667,300.390621075806,-5.1234041453257,3.21599,N,F
0.3,299.932890764507,-5.15752103436081,3.29139,N,F
0.333333333333333,299.053994256059,-5.99809891739038,3.37199,N,F
0.366666666666667,299.076830694897,-6.09545649059977,3.42399,N,F
0.4,299.32510611943,-6.12754330366351,3.48119,N,F
0.433333333333333,299.92469955025,-7.82474326763879,3.48119,N,F
0.466666666666667,299.935972271784,-8.7752741328658,3.54099,N,F
0.5,299.897085952693,-8.68314458175681,3.62679,N,F
0.533333333333333,300.17691571537,-9.21389433815834,3.62679,N,F
0.566666666666667,300.139424808502,-9.79889898079141,3.73599,N,F
0.6,300.139424808502,-9.79889898079141,3.73599,N,F
0.633333333333333,300.553566204303,-10.0017712417943,3.86079,N,F
0.666666666666667,301.1866558917,-9.44740701341062,3.99339,N,R
0.7,302.166849651513,-9.39037681768736,4.11819,N,R
0.733333333333333,302.509474920986,-8.88327532417896,4.25079,N,R
0.766666666666667,302.475403327333,-8.95176894801306,4.35219,N,R
0.8,302.248581763552,-8.70284932603833,4.41719,R,R
0.833333333333333,302.359862576231,-8.33689464205466,4.45359,R,R
0.866666666666667,302.592357900359,-8.24017378464349,4.46399,B,R
0.9,302.366665401709,-9.12999786616355,4.46659,B,R
0.933333333333333,302.430350097675,-9.69806873278117,4.46659,R,R
0.966666666666667,302.694878066288,-9.05459596426527,4.48219,R,R
1,302.729788268997,-8.90563194932599,4.51339,R,R
1.03333333333333,302.729788268997,-8.90563194932599,4.51339,R,R
1.06666666666667,303.687642455126,-8.70859995163149,4.54979,R,R
1.1,303.996069504472,-8.68167403044827,4.61999,R,R
1.13333333333333,303.527191121397,-9.40650370829349,4.70839,R,R
1.16666666666667,303.029948410009,-8.7160097286154,4.72659,R,R
1.2,303.029948410009,-8.7160097286154,4.72659,R,R
1.23333333333333,303.329918160174,-8.7117495659246,4.83579,R,R
1.26666666666667,303.981853035059,-9.09340637368274,4.93719,R,R
1.3,302.909530705342,-9.33861000577359,4.93719,R,R
1.33333333333333,304.079336883215,-9.07111513440175,4.93719,R,R
1.36666666666667,304.079336883215,-9.07111513440175,4.93719,R,R
1.4,304.876260466514,-8.96736036399326,4.92159,R,R
1.43333333333333,304.79931880376,-8.12343961502883,4.90859,R,R
1.46666666666667,304.963364728776,-8.94879480189436,4.92419,R,R
