,0,1,2,3
0,0.09222739884456317,0.0922273988445551,-1.3408618384681612,-1.3408618384681612
1,-1.3408618384681612,-1.3408618384681612,-1.3408618384681612,-1.3408618384681612
2,-1.3408618384681612,-1.3408618384681612,-1.2859383817998165,-1.2457461792703923
3,-1.3408618384681612,-1.3408618384681612,-1.3068145153789024,-1.1728772568862016
4,1.48257457926761,1.4907855613075227,1.48257457926761,0.22584759159634996
5,-1.3408618384681612,0.05550010634667681,1.48257457926761,-1.330546125064279
6,-0.04469391282158268,-1.3408618384681612,-0.029537929346784345,0.889139945797299
7,0.27892677372290264,0.7227252494820586,-0.4126842074211223,0.419048694515276
8,1.44446072302008,1.4624947421849956,1.48257457926761,0.1553890099822636
9,1.4903929126160365,0.17413965607042298,-0.0015475332775209169,-0.03287240425575651
10,0.19688608203112973,1.4269166041399566,0.5198958956887594,1.4110800304395075
11,-0.13083390381096613,-0.23393663597674857,0.016676272575082775,-0.30691051937954567
12,1.4907855613075156,1.48257457926761,1.4907855613075156,1.48257457926761
13,0.6821146276543979,-0.05731820444297438,-0.07751073719851952,-0.11335612239613452
14,0.01715339700619533,-0.06706697146470796,-0.04469391282158268,-0.13853121786590933
15,-0.09668755517777157,-1.0537703793307778,0.22919111378746132,-0.0960217188682706
