,0,1,2,3
0,0.23857592949312764,0.16795521127688612,0.24286280927784665,0.25398651460109317
1,0.2645262155148913,0.28075754399452196,0.27883204340504003,0.2708568549432808
2,0.2590319343038629,0.26382983237127233,0.2992116265923525,0.24137809574279906
3,0.22596517583591944,0.24692193867853562,0.26274951527971013,0.2554686126341958
4,0.2664562734167019,0.251250562851034,0.2627931920552505,0.49999589967822944
5,0.33580095738058213,0.3428965235120513,0.2954349962394396,0.212617332350091
6,0.3347084920516523,0.26103300299266363,0.4385733747853834,0.31934343893449135
7,5.6620845793931466e-06,8.200509042338693e-06,0.999975398472873,0.9999795576890742
8,0.2356187799739745,0.24346619140494705,0.25850258499630036,0.44769701796398736
9,0.2512611880305367,0.2362485424917325,0.5209811270281848,0.3470248255232712
10,0.25655457096209594,0.2927035592184474,0.2741368810548773,0.49999650747946145
11,7.37231033158543e-06,0.9999830137462619,0.4084388027556439,0.5196705333683631
12,0.25972627047384345,0.2485074394037549,0.2513799542254999,0.24022490625359275
13,0.2460245027068832,0.2607040172721679,0.32443468860448943,0.2446956664807545
14,0.24645847562834874,0.24395875381950552,0.33719806055954654,0.3376779637445189
15,0.4999971689256508,0.3532397007658599,0.4151552828054681,1.8873900239629156e-06
