Time,X,Y,Theta,Odor,Wind
0,300,0,2.61539,L,F
0.0333333333333333,299.502642611187,0.057590170974066,2.61539,L,F
0.0666666666666667,299.502642611187,0.057590170974066,2.61539,L,F
0.1,299.701095972904,-0.0576769675486931,2.61279,L,F
0.133333333333333,299.118591028303,-0.296411630962487,2.61799,L,F
0.166666666666667,299.251092618414,-0.372912144803102,2.61799,L,F
0.2,298.853587848079,-0.143410603281258,2.61539,L,F
0.233333333333333,298.655134486362,-0.0281434647584986,2.61019,L,F
0.266666666666667,298.051888743796,-0.601523638879531,2.59459,B,F
0.3,298.742667862299,-0.202612045366434,2.59719,B,F
0.333333333333333,298.639086424134,-0.373699408043042,2.59459,B,F
0.366666666666667,298.639086424134,-0.373699408043042,2.59459,B,F
0.4,298.116384956859,-0.0553801090552776,2.59199,B,F
0.433333333333333,298.168381616461,-0.556311588790944,2.59199,B,F
0.466666666666667,297.842211571898,-0.356513310445388,2.58419,B,F
0.5,297.618596091459,-0.57063562807729,2.59199,B,F
0.533333333333333,297.461891559424,-0.826455270871706,2.59199,B,F
0.566666666666667,297.161958029071,-0.290918038393511,2.59199,B,F
0.6,296.757316626286,-0.512131928445399,2.59979,B,F
0.633333333333333,296.377056905596,-2.03400036718131,2.59459,B,F
0.666666666666667,296.325043948245,-2.11940910366423,2.59459,B,F
0.7,296.429069862947,-1.94859163069839,2.59459,B,F
0.733333333333333,296.03704376249,-1.70985215645757,2.59459,B,F
0.766666666666667,296.03704376249,-1.70985215645757,2.59199,B,F
0.8,296.363213807053,-1.90965043480312,2.58679,B,F
0.833333333333333,296.16813779402,-1.78875544260294,2.58679,B,F
0.866666666666667,295.920384224472,-1.75286089181155,2.58679,B,F
0.9,295.384547310027,-1.89137100377973,2.58679,N,F
0.933333333333333,295.381260878166,-2.47756653375726,2.58939,N,F
0.966666666666667,295.12074130443,-2.31705001840673,2.59459,N,F
1,295.511481458004,-1.96958616073906,2.59199,N,F
1.03333333333333,295.837651502567,-2.16938443908462,2.59199,N,F
1.06666666666667,296.033591713714,-1.70305871209148,2.58939,N,F
1.1,296.046265229582,-1.8283249565292,2.59719,N,F
1.13333333333333,295.9944745105,-1.9138686378675,2.59719,N,F
1.16666666666667,296.605123011832,-1.34837888745559,2.59719,N,F
1.2,296.605123011832,-1.34837888745559,2.59719,N,F
1.23333333333333,296.605123011832,-1.34837888745559,2.59719,N,F
1.26666666666667,296.190797259171,-2.03272833816202,2.59719,N,F
1.3,296.856046549068,-1.96789291349602,2.59719,N,F
1.33333333333333,296.466211121207,-2.3163715199912,2.59979,B,F
1.36666666666667,296.662842241181,-2.43472037996871,2.60239,B,F
1.4,296.662842241181,-2.43472037996871,2.60239,R,F
1.43333333333333,296.508806659975,-2.69215588591632,2.60239,L,F
1.46666666666667,296.705744822025,-2.80999310553897,2.61019,B,F
1.5,296.639794391287,-2.77122726122404,2.61019,B,F
1.53333333333333,296.573843960548,-2.7324614169091,2.60759,B,F
1.56666666666667,296.777437080617,-2.38815074112254,2.60759,B,F
1.6,297.025883610867,-2.41888462481545,2.60499,B,F
1.63333333333334,296.967379419107,-1.91867141072925,2.61279,B,F
1.66666666666667,297.033430418014,-1.95726565308898,2.62319,B,F
1.7,296.701186419081,-1.76773946710762,2.62839,B,F
1.73333333333334,296.816928410509,-1.71818100244012,2.62579,B,F
1.76666666666667,296.35109850964,-1.45405460569719,2.62579,B,F
1.8,296.782480799894,-1.46873689623011,2.61539,B,F
1.83333333333334,296.01807095975,-1.71861255789136,2.61279,B,F
1.86666666666667,295.664921029661,-2.32300078318876,2.61279,B,F
