Time,X,Y,Theta,Odor,Wind
0,300.100000671687,0.173204692956436,2.61799,L,F
0.0333333333333333,300.166251466743,0.134954436036129,2.61799,L,F
0.0666666666666667,300.166251466743,0.134954436036129,2.61799,L,F
0.1,300.166251466743,0.134954436036129,2.61799,L,F
0.133333333333333,300.166251466743,0.134954436036129,2.61799,L,F
0.166666666666667,300.016250459212,-0.124852603398525,2.61799,L,F
0.2,299.966250123369,-0.211454949876743,2.61799,L,F
0.233333333333333,299.966250123369,-0.211454949876743,2.61799,L,F
0.266666666666667,299.966250123369,-0.211454949876743,2.61799,L,F
0.3,299.966250123369,-0.211454949876743,2.61799,L,F
0.333333333333333,300.016250459212,-0.124852603398525,2.61799,L,F
0.366666666666667,300.016250459212,-0.124852603398525,2.61799,L,F
0.4,299.916249787525,-0.298057296354961,2.61799,L,F
0.433333333333333,300.016250459212,-0.124852603398525,2.61799,L,F
0.466666666666667,300.016250459212,-0.124852603398525,2.61799,L,F
0.5,299.883748869101,-0.0483520895579106,2.61799,L,F
0.533333333333333,299.701246943145,-0.0584539221955138,2.61799,L,F
0.566666666666667,299.751247278989,0.0281484242827041,2.61799,B,F
0.6,299.751247278989,0.0281484242827041,2.61799,B,F
0.633333333333333,299.951248622363,0.374557810195576,2.61799,B,F
0.666666666666667,299.801247614833,0.114750770760922,2.61799,B,F
0.7,299.801247614833,0.114750770760922,2.61799,B,F
0.733333333333333,299.801247614833,0.114750770760922,2.61799,B,F
0.766666666666667,299.751247278989,0.0281484242827041,2.61799,B,F
0.8,299.701246943145,-0.0584539221955138,2.62059,B,F
0.833333333333333,299.76759696483,-0.096531797956951,2.62319,B,F
0.866666666666667,299.76759696483,-0.096531797956951,2.62319,B,F
0.9,299.900494564403,-0.172342272349495,2.62319,B,F
0.933333333333333,299.801395905066,-0.346064624733052,2.62319,B,F
0.966666666666667,299.801395905066,-0.346064624733052,2.62319,B,F
1,299.76759696483,-0.0965317979569511,2.62059,B,F
1.03333333333333,299.717821963834,-0.183263852446128,2.62059,B,F
1.06666666666667,299.668046962839,-0.269995906935306,2.62059,B,F
1.1,300.016471969806,0.337128474488936,2.62059,B,F
1.13333333333333,300.033046990495,0.212318544238321,2.62059,B,F
1.16666666666667,300.033046990495,0.212318544238321,2.62059,B,F
1.2,300.082821991491,0.299050598727499,2.62059,B,F
1.23333333333333,299.933496988505,0.0388544352599665,2.61279,B,F
1.26666666666667,300.081199995214,-0.163269466861697,2.60239,B,F
1.3,299.978509607744,-0.33489313749344,2.59459,N,F
1.33333333333333,299.821184788808,-0.00491601503371469,2.57639,N,F
1.36666666666667,299.553391306844,-0.427156054605697,2.55039,N,F
1.4,299.307108124104,-0.382269042013066,2.52699,N,F
1.43333333333333,299.369608825667,-0.426381538021483,2.50879,N,F
1.46666666666667,300.171546941572,-1.01453586152755,2.49839,N,F
1.5,300.171546941572,-1.01453586152755,2.49839,N,F
1.53333333333333,300.171546941572,-1.01453586152755,2.49059,N,F
1.56666666666667,300.171546941572,-1.01453586152755,2.48279,N,F
1.6,300.10887683015,-1.34541568432469,2.47499,N,F
1.63333333333334,300.220580907163,-2.06948919521886,2.42819,N,F
1.66666666666667,300.220580907163,-2.06948919521886,2.42819,N,F
1.7,299.93135753863,-1.81917720370781,2.35279,N,L
1.73333333333334,299.965441153453,-1.56968310117122,2.30599,N,L
1.76666666666667,299.668760807563,-1.83797542749123,2.30599,N,L
1.8,299.075400115782,-2.37456008013126,2.30599,N,L
1.83333333333334,299.075400115782,-2.37456008013126,2.30599,N,L
1.86666666666667,299.280643745416,-2.6015205447376,2.27479,N,L
1.9,298.849996164543,-2.86684093801309,2.26179,N,L
1.93333333333334,299.620609288943,-2.22953770367166,2.26179,N,L
1.96666666666667,299.466486664063,-2.35699835053994,2.26179,N,L
2,299.060734019449,-2.49401583624327,2.27999,N,L
2.03333333333334,299.364288907625,-2.23352700756811,2.31119,N,L
2.06666666666667,299.364288907625,-2.23352700756811,2.35019,N,L
2.1,299.881262491861,-2.04535537526992,2.39439,N,F
2.13333333333334,300.085139284412,-1.82527754026767,2.41779,N,F
2.16666666666667,299.886467658082,-2.05006540669152,2.44379,N,F
2.2,299.71061192694,-1.90260350712175,2.45159,N,F
2.23333333333334,299.65161173601,-1.85390825611929,2.46459,N,F
2.26666666666667,299.338381961936,-2.24363522289673,2.48539,N,F
2.3,298.789280653885,-2.95671849538121,2.50879,N,F
2.33333333333333,298.727593106508,-2.91147585511152,2.54519,N,F
2.36666666666667,298.446758202408,-3.32515659751945,2.54519,N,F
2.4,298.446758202408,-3.32515659751945,2.54519,N,F
2.43333333333333,298.390591221588,-3.40789274600104,2.61019,N,F
2.46666666666667,298.010164761603,-3.3002732378096,2.68299,N,F
2.5,297.675952008833,-3.80441020916344,2.75839,N,F
2.53333333333333,297.250242385993,-3.6327934354468,2.82859,N,F
2.56666666666667,296.595194333921,-3.4207927291351,2.88839,N,F
2.6,297.187680778076,-3.57410226403883,2.91959,B,F
2.63333333333333,297.187680778076,-3.57410226403883,2.91959,B,F
2.66666666666667,297.341809276156,-2.89128134602342,2.86759,B,F
