Time,X,Y,Theta,Odor,Wind
0,299.5024946,0.056296849,2.61799,N,F
0.033333333,299.6024952,0.229501542,2.61799,N,F
0.066666667,299.8674984,0.076500514,2.63099,N,F
0.1,299.9342408,0.039114725,2.68819,N,F
0.133333333,299.3840762,0.3071872,2.74799,N,F
0.166666667,299.8786283,0.101813275,2.80259,N,F
0.2,300.4332502,0.754523432,2.85199,N,F
0.233333333,300.7388647,0.976492011,2.88839,N,F
0.266666667,300.7127232,0.570082277,2.91699,N,F
0.3,300.3843743,0.850248836,2.94819,N,F
0.333333333,300.5555477,1.326223561,2.97939,N,F
0.366666667,300.6310435,1.313869397,2.98979,N,F
0.4,300.6310435,1.313869397,3.01319,N,F
0.433333333,300.4162379,1.442433667,3.05219,N,F
0.466666667,300.4924323,1.435603472,3.09119,N,F
0.5,300.4672417,0.936238444,3.09119,N,F
0.533333333,300.4924323,1.435603472,3.09119,N,F
0.566666667,300.8744466,1.416332619,3.10419,N,F
0.6,300.4157676,1.433496434,3.14059,N,F
0.633333333,299.8817719,2.934032601,3.17959,N,F
0.666666667,299.499548,2.919502113,3.18739,N,F
0.7,299.5087042,2.719711816,3.19519,N,F
0.733333333,299.5087042,2.719711816,3.22379,N,F
0.766666667,299.3562208,2.707149779,3.29659,N,F
0.8,299.4179718,2.311945003,3.29659,N,F
0.833333333,299.4179718,2.311945003,3.29659,N,F
0.866666667,298.9181611,2.537489323,3.33559,N,F
0.9,298.4677712,2.449002024,3.37719,N,F
0.933333333,298.4911136,2.351764516,3.44479,N,F
0.966666667,298.8860239,2.370530104,3.46299,N,F
1,298.8672153,1.942680554,3.49419,N,F
1.033333333,298.6518344,1.863425821,3.51759,N,F
1.066666667,298.0344464,2.802309377,3.54879,N,F
1.1,297.6077678,3.598423462,3.53839,N,F
1.133333333,297.6077678,3.598423462,3.53839,N,F
1.166666667,297.4783537,4.303165246,3.56179,B,F
1.2,297.105642,4.57474625,3.57739,B,F
1.233333333,297.4795277,4.859158835,3.59559,R,F
1.266666667,297.0848224,5.66798992,3.62159,R,F
1.3,296.8105789,5.86343691,3.62939,R,F
1.333333333,296.2699581,5.576603971,3.65019,R,F
1.366666667,295.4613704,5.927240723,3.67359,R,F
1.4,295.395443,5.888435666,3.68659,R,F
1.433333333,295.4472846,5.802922799,3.68659,R,F
1.466666667,294.3043083,7.09800629,3.70999,R,F
1.5,293.3040824,7.52706592,3.71779,R,F
1.533333333,292.5343022,7.026903531,3.73859,R,F
1.566666667,291.9088729,7.810925475,3.75939,R,F
1.6,291.5657636,8.425846827,3.78799,R,F
1.633333333,291.5657636,8.425846827,3.78799,R,F
1.666666667,291.44363,8.333692713,3.79839,R,F
1.7,290.6512934,8.985515545,3.79059,R,F
1.733333333,290.6512934,8.985515545,3.79059,R,F
1.766666667,290.468453,8.846808521,3.75939,R,F
1.8,290.3972228,8.550841437,3.72559,N,F
1.833333333,289.7820384,9.342927485,3.71259,N,F
1.866666667,289.69704,9.050616817,3.69439,N,F
1.9,289.1089749,9.275307072,3.65799,N,F
1.933333333,288.1947791,8.871232595,3.64499,N,F
1.966666667,288.3877407,8.520853104,3.64499,N,F
2,288.3314318,8.147356719,3.61379,N,F
2.033333333,288.5360137,7.914981009,3.59039,N,F
2.066666667,288.5360137,7.914981009,3.59039,N,F
2.1,288.01784,8.109408857,3.58779,N,F
2.133333333,287.758917,8.650665624,3.59039,N,F
2.166666667,287.8456934,8.470471711,3.59039,N,F
2.2,287.1616504,9.361962245,3.52799,N,F
2.233333333,286.9490708,9.275474292,3.45779,N,F
2.266666667,286.9179753,9.370516766,3.44999,N,F
2.3,286.5353524,9.563482353,3.37979,N,F
2.333333333,286.4645671,9.855011821,3.31219,N,F
2.366666667,286.1799862,9.704513525,3.28099,N,F
2.4,285.5537432,9.21272901,3.24719,N,F
2.433333333,285.0445994,9.661564746,3.23159,N,F
2.466666667,285.1610298,10.07369695,3.20039,N,F
2.5,284.6499606,9.642920335,3.17179,N,F
2.533333333,284.6409028,9.942783563,3.16659,N,F
2.566666667,284.2585223,9.933223074,3.13539,N,F
2.6,284.1820237,9.933697574,3.08859,N,F
2.633333333,284.1767259,9.833838005,3.05479,N,F
2.666666667,283.7194541,9.873630408,3.02879,N,F
2.7,283.6434403,9.882241522,3.00279,N,F
2.733333333,283.4161475,9.913994542,2.98979,N,F
2.766666667,282.8111855,10.00654137,2.99499,N,F
2.8,282.7089308,9.314050221,2.99499,N,F
2.833333333,282.4234614,8.951865914,3.10419,N,F
2.866666667,282.6490615,8.843353946,3.20039,N,F
2.9,282.6138281,8.140068187,3.31479,N,F
2.933333333,282.4566948,7.706502306,3.44219,N,F
2.966666667,282.6620524,7.560772243,3.54879,N,F
3,282.3325064,7.745351977,3.65019,N,F
3.033333333,281.9984201,7.559092604,3.75159,N,F
3.066666667,281.4363881,8.630320438,3.83219,N,F
3.1,281.0541894,9.092839824,3.83219,N,F
3.133333333,280.5824197,8.702997189,3.89459,N,F
3.166666667,280.7191854,8.557068694,3.89459,N,F
3.2,280.9982737,8.818633217,3.95699,N,R
3.233333333,281.5665764,9.859684755,3.99859,N,R
3.266666667,281.515571,10.10627642,3.99859,N,R
3.3,281.5656563,10.16410125,3.98299,N,R
3.333333333,281.3458125,10.66842156,3.95959,N,R
3.366666667,281.564746,10.46331633,3.95959,N,R
3.4,281.7836794,10.25821111,3.95959,N,R
3.433333333,281.7009755,10.75499684,3.96999,N,R
3.466666667,281.7526939,10.81136578,3.98819,N,R
3.5,281.9554298,11.04056907,4.03499,N,R
3.533333333,281.7875909,11.47010412,4.15459,N,R
