0,1
2.0,0.11700000000000722
2.0,0.1169999999999939
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,-0.07800000000000482
1.0,-0.11700000000000722
1.0,0.0
1.0,0.0
1.0,0.1949999999999987
1.0,0.31200000000000594
3.0,0.0
3.0,0.03900000000016228
3.0,0.0
1.0,1.5210000000000006
1.0,0.0
2.0,0.05850000000000362
3.0,0.0
1.0,-0.019500000000001204
2.0,-0.09749999999999935
1.0,0.0
2.0,-1.1699999999999924
3.0,-0.3899999999999974
1.0,-2.5349999999999966
3.0,-0.46800000000000225
3.0,1.910999999999998
1.0,2.339999999999998
3.0,0.15600000000000297
3.0,-0.03900000000000241
3.0,0.0
2.0,2.9054999999999995
3.0,0.05849999999999695
2.0,0.2925000000000047
3.0,0.9750000000000069
2.0,-0.07800000000000482
3.0,0.8385000000000051
3.0,0.17549999999999752
3.0,0.6630000000000009
3.0,-0.09749999999999936
2.0,-0.6825000000000021
3.0,1.209000000000008
2.0,1.0334999999999972
3.0,1.3260000000000018
3.0,0.03900000000000241
3.0,0.0
3.0,0.03900000000000241
3.0,0.0
3.0,0.5849999999999962
2.0,1.4429999999999958
2.0,-0.15600000000000297
2.0,-0.23400000000000112
2.0,0.0
2.0,-0.13650000000000176
2.0,-0.09749999999999935
2.0,-0.31200000000000594
2.0,-0.1949999999999987
1.0,-0.2534999999999957
3.0,0.8190000000001438
2.0,-0.8384999999999985
