Time,x_mm,y_mm,theta_rad,antennae,wind,linear_vel,angular_vel,traveled_distance,tortuosity,cdv,heading,hit_hz,whiff,hits,hit_rate,lasthit,tblank,log_tblank,twhiff,log_twhiff,tblank_k,log_tblank_k,antennae_k,hits_k,wind_k,experiment,log_tblank_digi,log_tblank_k_digi,state_num_i,state_num_k,state_cat_i,state_cat_k,state_i,state_k,action
0.0,300.0,0.0,2.61799,0,3,0.0,0.0,0.0,0.0,0.0,0.8660234647821794,0.0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,case129.csv,0,0,0,0,0,0,0,0,0
0.0333333333333333,300.100000671687,0.173204692956436,2.61799,0,3,5.999999999998611,0.0,0.1999999999999535,0.0007928549117166801,0.005773489765214528,0.8660234647821794,0.0,0,0,,0,0.0,0.0,0.0,0.0,0.0333333333333333,0.03278982282299084,0,0,3,case129.csv,0,0,0,0,0,0,0,0,1
0.0666666666666667,300.166251466743,0.134954436036129,2.61799,0,3,2.2950000000047894,0.0,0.27650000000011304,0.0010961219154490133,0.010271970966418822,0.8660234647821794,0.0,0,0,,0,0.0333333333333333,0.03278982282299084,0.0,0.0,0.0666666666666666,0.06453852113757111,0,0,3,case129.csv,0,0,0,0,0,0,0,0,0
0.1,300.298753056855,0.0584539221955138,2.61799,0,3,4.590000000008119,0.0,0.4295000000003835,0.0017026559229134867,0.012220435039602613,0.8660234647821794,0.0,0,0,,0,0.0666666666666666,0.06453852113757111,0.0,0.0,0.0999999999999999,0.09531017980432477,0,0,3,case129.csv,0,0,0,0,0,0,0,0,1
0.133333333333333,300.365003851911,0.0202036652752065,2.61539,0,3,2.2950000000047934,0.07799999999999149,0.5060000000005432,0.0020059229266458207,0.012893890548776162,0.8647205303572616,0.0,0,0,,0,0.0999999999999999,0.09531017980432477,0.0,0.0,0.1333333333333332,0.12516314295400588,0,0,3,case129.csv,0,1,0,1,0,0,0,1,2
0.166666666666667,300.365003851911,0.0202036652752065,2.61539,0,3,0.0,0.0,0.5060000000005432,0.0020059229266458207,0.01356734605794971,0.8647205303572616,0.0,0,0,,0,0.1333333333333332,0.12516314295400588,0.0,0.0,0.1666666666666665,0.15415067982725814,0,0,3,case129.csv,1,1,1,1,0,0,1,1,0
0.2,300.365003851911,0.0202036652752065,2.61539,0,3,0.0,0.0,0.5060000000005432,0.0020059229266458207,0.014240801567123259,0.8647205303572616,0.0,0,0,,0,0.1666666666666665,0.15415067982725814,0.0,0.0,0.1999999999999998,0.18232155679395445,3,1,3,case129.csv,1,1,1,1,0,3,1,49,0
0.233333333333333,300.365003851911,0.0202036652752065,2.61539,3,3,0.0,0.0,0.5060000000005432,0.0020059229266458207,0.014914257076296808,0.8647205303572616,1.0,1,1,,0,0.1999999999999998,0.18232155679395445,0.0,0.0,0.0,0.0,3,1,3,case129.csv,1,0,1,0,3,3,49,48,0
0.266666666666667,300.365003851911,0.0202036652752065,2.61539,3,3,0.0,0.0,0.5060000000005432,0.0020059229266458207,0.015587712585470356,0.8647205303572616,2.0,1,1,,3,0.0,0.0,0.0333333333333333,0.03278982282299084,0.0,0.0,3,1,3,case129.csv,0,0,0,0,3,3,48,48,0
0.3,300.365003851911,0.0202036652752065,2.61539,3,3,0.0,0.0,0.5060000000005432,0.0020059229266458207,0.016261168094643907,0.8647205303572616,3.0,1,1,,3,0.0,0.0,0.0666666666666666,0.06453852113757111,0.0,0.0,3,1,3,case129.csv,0,0,0,0,3,3,48,48,0
0.333333333333333,300.214327853842,-0.239212493831972,2.61539,3,3,9.000000000000593,0.0,0.8060000000005627,0.0031952052942211943,0.00828741830024485,0.8647205303572616,4.0,1,1,,3,0.0,0.0,0.0999999999999999,0.09531017980432477,0.0,0.0,3,1,3,case129.csv,0,0,0,0,3,3,48,48,1
0.366666666666667,300.214327853842,-0.239212493831972,2.61539,3,3,0.0,0.0,0.8060000000005627,0.0031952052942211943,0.0003136685058457919,0.8647205303572616,5.0,1,1,,3,0.0,0.0,0.1333333333333332,0.12516314295400588,0.0,0.0,3,1,3,case129.csv,0,0,0,0,3,3,48,48,0
