0,1,2,3
0.26087374958279763,0.2685281135119937,0.2533201626609043,0.21727797424430442
0.2701217316490696,0.31416836953684335,0.20788315868993093,0.2078267401241561
0.252926804796564,0.23982384278170363,0.24453808720182862,0.2627112652199038
0.2699128382662408,0.22966500665322515,0.2658563260968028,0.23456582898373116
0.3589004466011168,0.16421453175523845,0.2512221031447061,0.2256629184989387
0.19990044816426467,0.28672244341770525,0.28351025253473516,0.2298668558832949
0.21617081653954207,0.26800278804908517,0.2680496273415632,0.2477767680698096
0.2128015382713145,0.23068955546547565,0.2764639455780396,0.2800449606851702
0.2608612380068781,0.16680940500334632,0.3001541526948754,0.2721752042949001
0.2215646861231752,0.23563413736316657,0.28256826694458553,0.2602329095690728
0.22828819088627522,0.2881968502863738,0.24133457282051268,0.24218038600683814
0.24117865931469673,0.2476975039777093,0.23144746470446864,0.2796763720031253
0.21035975114121308,0.3251217156902228,0.2160634818629906,0.24845505130557352
0.203620474992174,0.3051404287586041,0.2429214025393057,0.24831769370991627
0.2089748535351617,0.27295625292230896,0.2898135566505368,0.22825533689199254
0.22460428291681614,0.25960177732599454,0.24818671467756206,0.2676072250796272
0.22731449153365915,0.23588505472685461,0.2955585118238288,0.2412419419156574
0.28560720781854715,0.0809241213866565,0.3140370632656951,0.31943160752910127
0.09845929625345312,0.8218586155706901,0.07414368278535094,0.005538405390505779
5.5255469839677936e-17,5.5255469839677936e-17,0.5,0.5
0.12573855697453792,0.12573855697453792,0.6865952267595097,0.06192765929141449
6.177009993085105e-17,0.5589500922720874,0.2018522744730213,0.23919763325489143
0.06764066071071848,0.06764066071071848,0.8630904337738003,0.0016282448047626444
0.27291770946946614,1.2393871122261289e-05,0.4541521871899456,0.27291770946946614
0.19519841844981217,0.6972692701775246,0.07861952494930471,0.028912786423358542
0.4378623326898425,0.18737922243671923,0.18737922243671923,0.18737922243671923
0.005974142255202817,1.0749239896138935e-16,0.9726855936007356,0.021340264144061268
0.07435139124078396,0.40599567513080953,0.40599567513080953,0.11365725849759706
1.799294264674892e-14,1.799294264674892e-14,1.799294264674892e-14,0.999999999999946
1.1051093967935585e-16,1.1051093967935585e-16,1.1051093967935585e-16,0.9999999999999998
1.1051093967935585e-16,1.1051093967935585e-16,0.9999999999999998,1.1051093967935585e-16
1.4101124066857448e-15,1.4101124066857448e-15,0.9999999999999958,1.4101124066857448e-15
0.27031684886415563,0.1911280846960837,0.2213800367636754,0.3171750296760853
0.2797885038474231,0.4139619256606473,0.03904387449866212,0.26720569599326754
0.06516534604072259,0.13488802913872605,0.6212551961464498,0.17869142867410157
0.9999996642257862,1.799293660518372e-14,3.357741777764214e-07,1.799293660518372e-14
0.9921346295456261,1.6897697715079044e-08,0.007807932075937677,5.74214807386369e-05
0.8648798888989299,4.505667803941278e-08,0.0009326689999906386,0.1341873970444016
0.4999961401199667,0.4999961401199667,6.9743258086604e-06,7.454342579915186e-07
0.9999984568319092,1.9456758571362978e-10,5.2095798604758966e-08,1.4908777245406381e-06
0.022565084637728345,7.576775284774358e-09,0.040034567600332194,0.937400340185164
0.006901365501757551,0.00016612954997679755,0.9929313322756215,1.1726726441860574e-06
4.5098740236181786e-08,4.170570299859249e-12,0.1343126663040098,0.8656872885930795
1.7992936601683198e-14,0.9999996640312364,1.9456782059585078e-10,3.3577417771109655e-07
1.086494191842232e-06,0.9938945081180591,1.098362160342779e-16,0.00610440538774895
1.799294264674892e-14,1.799294264674892e-14,0.999999999999946,1.799294264674892e-14
0.9938955879798429,1.0983633537081835e-16,0.0061044120201571555,1.0983633537081835e-16
0.0005791247023517812,5.355538249836604e-08,0.9994207681868832,5.355538249836604e-08
0.23216289259952128,0.24939076299162077,0.24139650568218707,0.2770498387266708
0.46396341346048336,0.24604314039719266,0.13703020057454607,0.1529632455677779
0.2996321019865773,0.1086326627706796,0.06410163554589728,0.5276335996968459
0.07185624126499811,0.9168809676179657,0.00563139555851811,0.00563139555851811
0.543411443972956,0.008233363381330797,0.4076907281241435,0.04066446452156978
0.4736617416055734,0.00027446819583346955,0.05240204859301977,0.4736617416055734
0.30383130710870754,0.30383130710870754,0.08850607867387743,0.30383130710870754
0.21792291738355304,0.21792291738355304,0.346231247849341,0.21792291738355304
0.057664432946846464,4.231162269954335e-05,0.8552770563668205,0.08701619906363357
0.17681981494061824,0.17681981494061824,0.6316189664634494,0.014741403655314197
0.4799916359512378,8.636461976590275e-15,0.4799916359512378,0.040016728097516004
0.3320688267780558,0.3320688267780558,0.3320688267780558,0.003793519665832534
0.25,0.25,0.25,0.25
2.4117613812374105e-15,0.13403929688360633,0.13403929688360633,0.7319214062327849
1.7989740738032004e-14,1.7989740738032004e-14,0.00017795358881008322,0.999822046411154
0.3333333333333313,0.3333333333333313,5.9976475489165946e-15,0.3333333333333313
