tblank
0.0
0.11467146725903131
0.37104907863656283
0.6776900281146179
1.0115692842502164
1.3829754952446156
1.8225000511826872
2.336159970425967
2.9136713123953037
3.600616447907031
4.440248768031235
5.438324232732712
6.654738141762202
8.17417459979148
10.093078415317173
12.499999999999988
32.53333333333329
